交易日期,相关_链接,平均市盈率,总股本_股,流通股本_股,总市值_元,流通市值_元,个股总数,沪深300,涨跌幅_,字段12,根据日期2023年12月5日分为：沪深两市、沪市主板、科创板、深市主板、创业板
2023/8/24,https://data.eastmoney.com/gzfx/list.html?date=2023-08-24,11.38,4.67万亿,4.35万亿,41.66万亿,39.05万亿,1685,3082.24,0.12,,
2023/8/23,https://data.eastmoney.com/gzfx/list.html?date=2023-08-23,11.38,4.67万亿,4.35万亿,41.65万亿,39.01万亿,1685,3078.4,-1.34,,
2023/8/22,https://data.eastmoney.com/gzfx/list.html?date=2023-08-22,11.51,4.67万亿,4.35万亿,42.16万亿,39.48万亿,1684,3120.33,0.88,,
2023/8/21,https://data.eastmoney.com/gzfx/list.html?date=2023-08-21,11.4,4.67万亿,4.35万亿,41.76万亿,39.12万亿,1684,3092.98,-1.24,,
2023/8/18,https://data.eastmoney.com/gzfx/list.html?date=2023-08-18,11.53,4.67万亿,4.35万亿,42.26万亿,39.61万亿,1684,3131.95,-1,,
2023/8/17,https://data.eastmoney.com/gzfx/list.html?date=2023-08-17,11.64,4.67万亿,4.35万亿,42.70万亿,40.01万亿,1684,3163.74,0.43,,
2023/8/16,https://data.eastmoney.com/gzfx/list.html?date=2023-08-16,11.6,4.67万亿,4.35万亿,42.54万亿,39.87万亿,1684,3150.13,-0.82,,
2023/8/15,https://data.eastmoney.com/gzfx/list.html?date=2023-08-15,11.68,4.67万亿,4.35万亿,42.83万亿,40.15万亿,1684,3176.18,-0.07,,
2023/8/14,https://data.eastmoney.com/gzfx/list.html?date=2023-08-14,11.66,4.67万亿,4.35万亿,42.78万亿,40.10万亿,1684,3178.43,-0.34,,
2023/8/11,https://data.eastmoney.com/gzfx/list.html?date=2023-08-11,11.7,4.67万亿,4.35万亿,42.91万亿,40.23万亿,1684,3189.25,-2.01,,
2023/8/10,https://data.eastmoney.com/gzfx/list.html?date=2023-08-10,11.95,4.67万亿,4.35万亿,43.81万亿,41.07万亿,1684,3254.56,0.31,,
2023/8/9,https://data.eastmoney.com/gzfx/list.html?date=2023-08-09,11.91,4.67万亿,4.35万亿,43.66万亿,40.95万亿,1684,3244.49,-0.49,,
2023/8/8,https://data.eastmoney.com/gzfx/list.html?date=2023-08-08,11.97,4.67万亿,4.35万亿,43.86万亿,41.14万亿,1684,3260.62,-0.25,,
2023/8/7,https://data.eastmoney.com/gzfx/list.html?date=2023-08-07,11.98,4.67万亿,4.35万亿,43.91万亿,41.23万亿,1683,3268.83,-0.59,,
2023/8/4,https://data.eastmoney.com/gzfx/list.html?date=2023-08-04,12.05,4.67万亿,4.35万亿,44.15万亿,41.45万亿,1683,3288.08,0.23,,
2023/8/3,https://data.eastmoney.com/gzfx/list.html?date=2023-08-03,12.01,4.67万亿,4.35万亿,44.03万亿,41.36万亿,1683,3280.46,0.58,,
2023/8/2,https://data.eastmoney.com/gzfx/list.html?date=2023-08-02,11.93,4.67万亿,4.35万亿,43.76万亿,41.09万亿,1683,3261.69,-0.89,,
2023/8/1,https://data.eastmoney.com/gzfx/list.html?date=2023-08-01,12.05,4.67万亿,4.35万亿,44.17万亿,41.50万亿,1683,3290.95,0,,
2023/7/31,https://data.eastmoney.com/gzfx/list.html?date=2023-07-31,12.05,4.67万亿,4.35万亿,44.15万亿,41.50万亿,1682,3291.04,0.46,,
2023/7/28,https://data.eastmoney.com/gzfx/list.html?date=2023-07-28,11.99,4.67万亿,4.35万亿,43.93万亿,41.26万亿,1682,3275.93,1.84,,
2023/7/27,https://data.eastmoney.com/gzfx/list.html?date=2023-07-27,11.76,4.67万亿,4.35万亿,43.08万亿,40.46万亿,1682,3216.67,-0.2,,
2023/7/26,https://data.eastmoney.com/gzfx/list.html?date=2023-07-26,11.77,4.67万亿,4.35万亿,43.12万亿,40.48万亿,1682,3223.03,-0.26,,
2023/7/25,https://data.eastmoney.com/gzfx/list.html?date=2023-07-25,11.8,4.67万亿,4.35万亿,43.22万亿,40.57万亿,1682,3231.52,2.13,,
2023/7/24,https://data.eastmoney.com/gzfx/list.html?date=2023-07-24,11.53,4.67万亿,4.35万亿,42.28万亿,39.68万亿,1683,3164.16,-0.11,,
2023/7/21,https://data.eastmoney.com/gzfx/list.html?date=2023-07-21,11.55,4.67万亿,4.35万亿,42.32万亿,39.71万亿,1683,3167.75,-0.06,,
2023/7/20,https://data.eastmoney.com/gzfx/list.html?date=2023-07-20,11.55,4.67万亿,4.35万亿,42.32万亿,39.71万亿,1683,3169.52,-0.92,,
2023/7/19,https://data.eastmoney.com/gzfx/list.html?date=2023-07-19,11.65,4.67万亿,4.35万亿,42.68万亿,40.04万亿,1683,3198.84,0.03,,
2023/7/18,https://data.eastmoney.com/gzfx/list.html?date=2023-07-18,11.63,4.67万亿,4.35万亿,42.62万亿,39.99万亿,1683,3197.82,-0.37,,
2023/7/17,https://data.eastmoney.com/gzfx/list.html?date=2023-07-17,11.67,4.67万亿,4.35万亿,42.77万亿,40.14万亿,1684,3209.63,-0.87,,
2023/7/14,https://data.eastmoney.com/gzfx/list.html?date=2023-07-14,11.79,4.67万亿,4.34万亿,43.16万亿,40.49万亿,1684,3237.7,0.04,,
2023/7/13,https://data.eastmoney.com/gzfx/list.html?date=2023-07-13,11.77,4.67万亿,4.34万亿,43.11万亿,40.46万亿,1684,3236.48,1.26,,
2023/7/12,https://data.eastmoney.com/gzfx/list.html?date=2023-07-12,11.62,4.67万亿,4.34万亿,42.56万亿,39.91万亿,1684,3196.13,-0.78,,
2023/7/11,https://data.eastmoney.com/gzfx/list.html?date=2023-07-11,11.69,4.67万亿,4.34万亿,42.85万亿,40.16万亿,1684,3221.37,0.55,,
2023/7/10,https://data.eastmoney.com/gzfx/list.html?date=2023-07-10,11.63,4.67万亿,4.34万亿,42.64万亿,39.95万亿,1684,3203.7,0.22,,
2023/7/7,https://data.eastmoney.com/gzfx/list.html?date=2023-07-07,11.6,4.67万亿,4.33万亿,42.53万亿,39.83万亿,1684,3196.61,-0.28,,
2023/7/6,https://data.eastmoney.com/gzfx/list.html?date=2023-07-06,11.62,4.67万亿,4.33万亿,42.61万亿,39.90万亿,1684,3205.57,-0.54,,
2023/7/5,https://data.eastmoney.com/gzfx/list.html?date=2023-07-05,11.69,4.67万亿,4.33万亿,42.85万亿,40.12万亿,1684,3222.95,-0.69,,
2023/7/4,https://data.eastmoney.com/gzfx/list.html?date=2023-07-04,11.77,4.67万亿,4.33万亿,43.11万亿,40.37万亿,1684,3245.35,0.04,,
2023/7/3,https://data.eastmoney.com/gzfx/list.html?date=2023-07-03,11.78,4.66万亿,4.33万亿,43.14万亿,40.41万亿,1684,3243.98,1.31,,
2023/6/30,https://data.eastmoney.com/gzfx/list.html?date=2023-06-30,11.62,4.66万亿,4.31万亿,42.53万亿,39.76万亿,1684,3202.06,0.62,,
2023/6/29,https://data.eastmoney.com/gzfx/list.html?date=2023-06-29,11.55,4.67万亿,4.32万亿,42.29万亿,39.54万亿,1685,3182.38,-0.22,,
2023/6/28,https://data.eastmoney.com/gzfx/list.html?date=2023-06-28,11.58,4.67万亿,4.31万亿,42.41万亿,39.63万亿,1687,3189.38,0,,
2023/6/27,https://data.eastmoney.com/gzfx/list.html?date=2023-06-27,11.57,4.67万亿,4.31万亿,42.38万亿,39.60万亿,1689,3189.44,1.23,,
2023/6/26,https://data.eastmoney.com/gzfx/list.html?date=2023-06-26,11.42,4.67万亿,4.31万亿,41.82万亿,39.08万亿,1689,3150.62,-1.48,,
2023/6/21,https://data.eastmoney.com/gzfx/list.html?date=2023-06-21,11.59,4.67万亿,4.31万亿,42.44万亿,39.67万亿,1690,3197.9,-1.31,,
2023/6/20,https://data.eastmoney.com/gzfx/list.html?date=2023-06-20,11.72,4.67万亿,4.31万亿,42.92万亿,40.10万亿,1690,3240.36,-0.47,,
2023/6/19,https://data.eastmoney.com/gzfx/list.html?date=2023-06-19,11.79,4.67万亿,4.31万亿,43.17万亿,40.32万亿,1690,3255.81,-0.54,,
2023/6/16,https://data.eastmoney.com/gzfx/list.html?date=2023-06-16,11.88,4.67万亿,4.31万亿,43.48万亿,40.60万亿,1690,3273.33,0.63,,
2023/6/15,https://data.eastmoney.com/gzfx/list.html?date=2023-06-15,11.82,4.66万亿,4.30万亿,43.24万亿,40.37万亿,1690,3252.98,0.74,,
2023/6/14,https://data.eastmoney.com/gzfx/list.html?date=2023-06-14,11.72,4.66万亿,4.30万亿,42.92万亿,40.06万亿,1690,3228.99,-0.14,,
2023/6/13,https://data.eastmoney.com/gzfx/list.html?date=2023-06-13,11.74,4.66万亿,4.30万亿,42.98万亿,40.10万亿,1690,3233.67,0.15,,
2023/6/12,https://data.eastmoney.com/gzfx/list.html?date=2023-06-12,11.73,4.66万亿,4.30万亿,42.94万亿,40.05万亿,1690,3228.83,-0.08,,
2023/6/9,https://data.eastmoney.com/gzfx/list.html?date=2023-06-09,11.74,4.66万亿,4.24万亿,42.97万亿,39.75万亿,1690,3231.41,0.55,,
2023/6/8,https://data.eastmoney.com/gzfx/list.html?date=2023-06-08,11.7,4.66万亿,4.24万亿,42.82万亿,39.62万亿,1690,3213.59,0.49,,
2023/6/7,https://data.eastmoney.com/gzfx/list.html?date=2023-06-07,11.61,4.66万亿,4.24万亿,42.53万亿,39.33万亿,1690,3197.76,0.08,,
2023/6/6,https://data.eastmoney.com/gzfx/list.html?date=2023-06-06,11.61,4.66万亿,4.24万亿,42.49万亿,39.30万亿,1690,3195.34,-1.15,,
2023/6/5,https://data.eastmoney.com/gzfx/list.html?date=2023-06-05,11.71,4.66万亿,4.24万亿,42.90万亿,39.66万亿,1691,3232.44,0.07,,
2023/6/2,https://data.eastmoney.com/gzfx/list.html?date=2023-06-02,11.7,4.66万亿,4.23万亿,42.84万亿,39.57万亿,1691,3230.07,0.79,,
2023/6/1,https://data.eastmoney.com/gzfx/list.html?date=2023-06-01,11.6,4.66万亿,4.23万亿,42.47万亿,39.22万亿,1691,3204.63,0,,
2023/5/31,https://data.eastmoney.com/gzfx/list.html?date=2023-05-31,11.59,4.66万亿,4.23万亿,42.48万亿,39.22万亿,1691,3204.56,-0.61,,
2023/5/30,https://data.eastmoney.com/gzfx/list.html?date=2023-05-30,11.69,4.66万亿,4.23万亿,42.79万亿,39.53万亿,1691,3224.21,0.09,,
2023/5/29,https://data.eastmoney.com/gzfx/list.html?date=2023-05-29,11.69,4.66万亿,4.23万亿,42.78万亿,39.52万亿,1691,3221.45,0.28,,
2023/5/26,https://data.eastmoney.com/gzfx/list.html?date=2023-05-26,11.64,4.66万亿,4.23万亿,42.63万亿,39.35万亿,1691,3212.5,0.35,,
2023/5/25,https://data.eastmoney.com/gzfx/list.html?date=2023-05-25,11.61,4.65万亿,4.23万亿,42.50万亿,39.23万亿,1691,3201.26,-0.11,,
2023/5/24,https://data.eastmoney.com/gzfx/list.html?date=2023-05-24,11.64,4.65万亿,4.23万亿,42.57万亿,39.30万亿,1691,3204.75,-1.28,,
2023/5/23,https://data.eastmoney.com/gzfx/list.html?date=2023-05-23,11.8,4.65万亿,4.23万亿,43.18万亿,39.88万亿,1691,3246.24,-1.52,,
2023/5/22,https://data.eastmoney.com/gzfx/list.html?date=2023-05-22,11.99,4.65万亿,4.23万亿,43.88万亿,40.52万亿,1691,3296.47,0.39,,
2023/5/19,https://data.eastmoney.com/gzfx/list.html?date=2023-05-19,11.94,4.65万亿,4.23万亿,43.67万亿,40.34万亿,1691,3283.54,-0.42,,
2023/5/18,https://data.eastmoney.com/gzfx/list.html?date=2023-05-18,12.01,4.65万亿,4.23万亿,43.92万亿,40.57万亿,1691,3297.32,0.4,,
2023/5/17,https://data.eastmoney.com/gzfx/list.html?date=2023-05-17,11.96,4.65万亿,4.23万亿,43.75万亿,40.41万亿,1691,3284.23,-0.21,,
2023/5/16,https://data.eastmoney.com/gzfx/list.html?date=2023-05-16,12,4.65万亿,4.23万亿,43.87万亿,40.52万亿,1691,3290.99,-0.6,,
2023/5/15,https://data.eastmoney.com/gzfx/list.html?date=2023-05-15,12.07,4.65万亿,4.23万亿,44.18万亿,40.79万亿,1691,3310.74,1.17,,
2023/5/12,https://data.eastmoney.com/gzfx/list.html?date=2023-05-12,11.93,4.65万亿,4.23万亿,43.69万亿,40.33万亿,1691,3272.36,-1.12,,
2023/5/11,https://data.eastmoney.com/gzfx/list.html?date=2023-05-11,12.07,4.65万亿,4.23万亿,44.18万亿,40.77万亿,1691,3309.55,-0.29,,
2023/5/10,https://data.eastmoney.com/gzfx/list.html?date=2023-05-10,12.12,4.65万亿,4.22万亿,44.33万亿,40.90万亿,1691,3319.15,-1.15,,
2023/5/9,https://data.eastmoney.com/gzfx/list.html?date=2023-05-09,12.28,4.65万亿,4.22万亿,44.90万亿,41.43万亿,1690,3357.67,-1.1,,
2023/5/8,https://data.eastmoney.com/gzfx/list.html?date=2023-05-08,12.39,4.65万亿,4.22万亿,45.33万亿,41.82万亿,1690,3395,1.81,,
2023/5/5,https://data.eastmoney.com/gzfx/list.html?date=2023-05-05,12.13,4.65万亿,4.22万亿,44.45万亿,41.00万亿,1690,3334.5,-0.48,,
2023/5/4,https://data.eastmoney.com/gzfx/list.html?date=2023-05-04,12.17,4.65万亿,4.22万亿,44.59万亿,41.13万亿,1690,3350.46,0.82,,
2023/4/28,https://data.eastmoney.com/gzfx/list.html?date=2023-04-28,12.7,4.65万亿,4.22万亿,44.10万亿,40.59万亿,1690,3323.27,1.14,,
2023/4/27,https://data.eastmoney.com/gzfx/list.html?date=2023-04-27,12.55,4.65万亿,4.22万亿,43.61万亿,40.11万亿,1690,3285.88,0.67,,
2023/4/26,https://data.eastmoney.com/gzfx/list.html?date=2023-04-26,12.46,4.65万亿,4.22万亿,43.30万亿,39.83万亿,1690,3264.1,-0.02,,
2023/4/25,https://data.eastmoney.com/gzfx/list.html?date=2023-04-25,12.48,4.65万亿,4.22万亿,43.32万亿,39.86万亿,1690,3264.87,-0.32,,
2023/4/24,https://data.eastmoney.com/gzfx/list.html?date=2023-04-24,12.48,4.64万亿,4.22万亿,43.33万亿,39.88万亿,1690,3275.41,-0.78,,
2023/4/21,https://data.eastmoney.com/gzfx/list.html?date=2023-04-21,12.56,4.64万亿,4.21万亿,43.60万亿,40.12万亿,1690,3301.26,-1.95,,
2023/4/20,https://data.eastmoney.com/gzfx/list.html?date=2023-04-20,12.79,4.64万亿,4.21万亿,44.39万亿,40.81万亿,1690,3367.03,-0.09,,
2023/4/19,https://data.eastmoney.com/gzfx/list.html?date=2023-04-19,12.81,4.64万亿,4.21万亿,44.48万亿,40.87万亿,1690,3370.13,-0.68,,
2023/4/18,https://data.eastmoney.com/gzfx/list.html?date=2023-04-18,12.91,4.64万亿,4.21万亿,44.81万亿,41.13万亿,1689,3393.33,0.23,,
2023/4/17,https://data.eastmoney.com/gzfx/list.html?date=2023-04-17,12.85,4.64万亿,4.21万亿,44.66万亿,40.99万亿,1689,3385.61,1.42,,
2023/4/14,https://data.eastmoney.com/gzfx/list.html?date=2023-04-14,12.65,4.64万亿,4.21万亿,43.95万亿,40.33万亿,1689,3338.15,0.6,,
2023/4/13,https://data.eastmoney.com/gzfx/list.html?date=2023-04-13,12.6,4.64万亿,4.21万亿,43.78万亿,40.17万亿,1689,3318.36,-0.27,,
2023/4/12,https://data.eastmoney.com/gzfx/list.html?date=2023-04-12,12.6,4.64万亿,4.21万亿,43.79万亿,40.21万亿,1689,3327.18,0.41,,
2023/4/11,https://data.eastmoney.com/gzfx/list.html?date=2023-04-11,12.55,4.64万亿,4.21万亿,43.61万亿,40.07万亿,1689,3313.57,-0.05,,
2023/4/10,https://data.eastmoney.com/gzfx/list.html?date=2023-04-10,12.55,4.64万亿,4.21万亿,43.63万亿,40.06万亿,1689,3315.36,-0.37,,
2023/4/7,https://data.eastmoney.com/gzfx/list.html?date=2023-04-07,12.56,4.63万亿,4.21万亿,43.63万亿,40.12万亿,1684,3327.65,0.45,,
2023/4/6,https://data.eastmoney.com/gzfx/list.html?date=2023-04-06,12.52,4.63万亿,4.21万亿,43.49万亿,40.00万亿,1684,3312.63,0,,
2023/4/4,https://data.eastmoney.com/gzfx/list.html?date=2023-04-04,12.55,4.63万亿,4.21万亿,43.58万亿,40.07万亿,1684,3312.56,0.49,,
2023/4/3,https://data.eastmoney.com/gzfx/list.html?date=2023-04-03,12.47,4.63万亿,4.21万亿,43.33万亿,39.86万亿,1684,3296.4,0.72,,
2023/3/31,https://data.eastmoney.com/gzfx/list.html?date=2023-03-31,12.41,4.63万亿,4.21万亿,43.09万亿,39.65万亿,1684,3272.86,0.36,,
2023/3/30,https://data.eastmoney.com/gzfx/list.html?date=2023-03-30,12.37,4.63万亿,4.21万亿,42.96万亿,39.53万亿,1684,3261.25,0.65,,
2023/3/29,https://data.eastmoney.com/gzfx/list.html?date=2023-03-29,12.29,4.63万亿,4.21万亿,42.67万亿,39.20万亿,1684,3240.06,-0.16,,
2023/3/28,https://data.eastmoney.com/gzfx/list.html?date=2023-03-28,12.31,4.62万亿,4.20万亿,42.70万亿,39.30万亿,1682,3245.38,-0.19,,
2023/3/27,https://data.eastmoney.com/gzfx/list.html?date=2023-03-27,12.31,4.62万亿,4.20万亿,42.70万亿,39.30万亿,1682,3251.4,-0.44,,
2023/3/24,https://data.eastmoney.com/gzfx/list.html?date=2023-03-24,12.37,4.62万亿,4.21万亿,42.92万亿,39.49万亿,1683,3265.65,-0.64,,
2023/3/23,https://data.eastmoney.com/gzfx/list.html?date=2023-03-23,12.46,4.62万亿,4.21万亿,43.23万亿,39.75万亿,1683,3286.65,0.64,,
2023/3/22,https://data.eastmoney.com/gzfx/list.html?date=2023-03-22,12.38,4.62万亿,4.20万亿,42.98万亿,39.50万亿,1683,3265.75,0.31,,
2023/3/21,https://data.eastmoney.com/gzfx/list.html?date=2023-03-21,12.34,4.62万亿,4.20万亿,42.84万亿,39.36万亿,1683,3255.65,0.64,,
2023/3/20,https://data.eastmoney.com/gzfx/list.html?date=2023-03-20,12.27,4.62万亿,4.20万亿,42.58万亿,39.13万亿,1682,3234.91,-0.48,,
2023/3/17,https://data.eastmoney.com/gzfx/list.html?date=2023-03-17,12.34,4.62万亿,4.20万亿,42.83万亿,39.32万亿,1682,3250.55,0.73,,
2023/3/16,https://data.eastmoney.com/gzfx/list.html?date=2023-03-16,12.25,4.61万亿,4.19万亿,42.52万亿,39.02万亿,1682,3226.89,-1.12,,
2023/3/15,https://data.eastmoney.com/gzfx/list.html?date=2023-03-15,12.37,4.61万亿,4.19万亿,42.96万亿,39.42万亿,1681,3263.31,0.55,,
2023/3/14,https://data.eastmoney.com/gzfx/list.html?date=2023-03-14,12.3,4.61万亿,4.19万亿,42.68万亿,39.16万亿,1680,3245.31,-0.72,,
2023/3/13,https://data.eastmoney.com/gzfx/list.html?date=2023-03-13,12.4,4.61万亿,4.19万亿,43.03万亿,39.48万亿,1680,3268.7,1.2,,
2023/3/10,https://data.eastmoney.com/gzfx/list.html?date=2023-03-10,12.24,4.61万亿,4.19万亿,42.47万亿,38.98万亿,1679,3230.08,-1.4,,
2023/3/9,https://data.eastmoney.com/gzfx/list.html?date=2023-03-09,12.42,4.61万亿,4.19万亿,43.10万亿,39.57万亿,1678,3276.09,-0.22,,
2023/3/8,https://data.eastmoney.com/gzfx/list.html?date=2023-03-08,12.46,4.61万亿,4.19万亿,43.23万亿,39.71万亿,1678,3283.25,-0.06,,
2023/3/7,https://data.eastmoney.com/gzfx/list.html?date=2023-03-07,12.47,4.61万亿,4.19万亿,43.28万亿,39.78万亿,1678,3285.1,-1.11,,
2023/3/6,https://data.eastmoney.com/gzfx/list.html?date=2023-03-06,12.59,4.61万亿,4.19万亿,43.72万亿,40.17万亿,1678,3322.03,-0.19,,
2023/3/3,https://data.eastmoney.com/gzfx/list.html?date=2023-03-03,12.65,4.61万亿,4.19万亿,43.89万亿,40.33万亿,1678,3328.39,0.54,,
2023/3/2,https://data.eastmoney.com/gzfx/list.html?date=2023-03-02,12.57,4.61万亿,4.19万亿,43.64万亿,40.11万亿,1677,3310.65,-0.05,,
2023/3/1,https://data.eastmoney.com/gzfx/list.html?date=2023-03-01,12.57,4.61万亿,4.19万亿,43.62万亿,40.03万亿,1677,3312.35,1,,
2023/2/28,https://data.eastmoney.com/gzfx/list.html?date=2023-02-28,12.44,4.61万亿,4.19万亿,43.16万亿,39.63万亿,1677,3279.61,0.66,,
2023/2/27,https://data.eastmoney.com/gzfx/list.html?date=2023-02-27,12.35,4.61万亿,4.19万亿,42.86万亿,39.36万亿,1677,3258.03,-0.28,,
2023/2/24,https://data.eastmoney.com/gzfx/list.html?date=2023-02-24,12.38,4.61万亿,4.19万亿,42.96万亿,39.43万亿,1677,3267.16,-0.62,,
2023/2/23,https://data.eastmoney.com/gzfx/list.html?date=2023-02-23,12.46,4.61万亿,4.19万亿,43.23万亿,39.68万亿,1677,3287.48,-0.11,,
2023/2/22,https://data.eastmoney.com/gzfx/list.html?date=2023-02-22,12.47,4.61万亿,4.19万亿,43.29万亿,39.72万亿,1677,3291.15,-0.47,,
2023/2/21,https://data.eastmoney.com/gzfx/list.html?date=2023-02-21,12.54,4.61万亿,4.19万亿,43.51万亿,39.92万亿,1677,3306.52,0.49,,
2023/2/20,https://data.eastmoney.com/gzfx/list.html?date=2023-02-20,12.47,4.61万亿,4.19万亿,43.27万亿,39.69万亿,1677,3290.34,2.06,,
2023/2/17,https://data.eastmoney.com/gzfx/list.html?date=2023-02-17,12.19,4.61万亿,4.18万亿,42.34万亿,38.86万亿,1677,3224.02,-0.77,,
2023/2/16,https://data.eastmoney.com/gzfx/list.html?date=2023-02-16,12.28,4.61万亿,4.18万亿,42.62万亿,39.10万亿,1676,3249.03,-0.96,,
2023/2/15,https://data.eastmoney.com/gzfx/list.html?date=2023-02-15,12.37,4.61万亿,4.18万亿,42.97万亿,39.43万亿,1675,3280.49,-0.39,,
2023/2/14,https://data.eastmoney.com/gzfx/list.html?date=2023-02-14,12.43,4.61万亿,4.18万亿,43.16万亿,39.61万亿,1676,3293.28,0.28,,
2023/2/13,https://data.eastmoney.com/gzfx/list.html?date=2023-02-13,12.39,4.61万亿,4.18万亿,43.03万亿,39.48万亿,1676,3284.16,0.72,,
2023/2/10,https://data.eastmoney.com/gzfx/list.html?date=2023-02-10,12.3,4.61万亿,4.18万亿,42.70万亿,39.19万亿,1676,3260.67,-0.3,,
2023/2/9,https://data.eastmoney.com/gzfx/list.html?date=2023-02-09,12.33,4.61万亿,4.18万亿,42.80万亿,39.27万亿,1676,3270.38,1.18,,
2023/2/8,https://data.eastmoney.com/gzfx/list.html?date=2023-02-08,12.2,4.61万亿,4.18万亿,42.35万亿,38.87万亿,1676,3232.11,-0.49,,
2023/2/7,https://data.eastmoney.com/gzfx/list.html?date=2023-02-07,12.26,4.61万亿,4.18万亿,42.54万亿,39.02万亿,1676,3248.09,0.29,,
2023/2/6,https://data.eastmoney.com/gzfx/list.html?date=2023-02-06,12.22,4.61万亿,4.18万亿,42.40万亿,38.89万亿,1676,3238.7,-0.76,,
2023/2/3,https://data.eastmoney.com/gzfx/list.html?date=2023-02-03,12.31,4.61万亿,4.18万亿,42.70万亿,39.08万亿,1676,3263.41,-0.68,,
2023/2/2,https://data.eastmoney.com/gzfx/list.html?date=2023-02-02,12.4,4.61万亿,4.18万亿,43.02万亿,39.39万亿,1676,3285.67,0.02,,
2023/2/1,https://data.eastmoney.com/gzfx/list.html?date=2023-02-01,12.41,4.61万亿,4.18万亿,43.04万亿,39.42万亿,1676,3284.92,0.9,,
2023/1/31,https://data.eastmoney.com/gzfx/list.html?date=2023-01-31,12.3,4.60万亿,4.18万亿,42.65万亿,39.10万亿,1675,3255.67,-0.42,,
2023/1/30,https://data.eastmoney.com/gzfx/list.html?date=2023-01-30,12.34,4.60万亿,4.18万亿,42.78万亿,39.24万亿,1674,3269.32,0.14,,
2023/1/20,https://data.eastmoney.com/gzfx/list.html?date=2023-01-20,12.32,4.60万亿,4.18万亿,42.72万亿,39.19万亿,1673,3264.81,0.76,,
2023/1/19,https://data.eastmoney.com/gzfx/list.html?date=2023-01-19,12.23,4.60万亿,4.18万亿,42.37万亿,38.88万亿,1673,3240.28,0.49,,
2023/1/18,https://data.eastmoney.com/gzfx/list.html?date=2023-01-18,12.18,4.60万亿,4.18万亿,42.21万亿,38.74万亿,1673,3224.41,0,,
2023/1/17,https://data.eastmoney.com/gzfx/list.html?date=2023-01-17,12.18,4.60万亿,4.18万亿,42.22万亿,38.76万亿,1673,3224.24,-0.1,,
2023/1/16,https://data.eastmoney.com/gzfx/list.html?date=2023-01-16,12.21,4.60万亿,4.18万亿,42.29万亿,38.84万亿,1673,3227.59,1.01,,
2023/1/13,https://data.eastmoney.com/gzfx/list.html?date=2023-01-13,12.09,4.60万亿,4.16万亿,41.90万亿,38.37万亿,1673,3195.31,1.01,,
2023/1/12,https://data.eastmoney.com/gzfx/list.html?date=2023-01-12,11.96,4.59万亿,4.16万亿,41.43万亿,37.94万亿,1673,3163.45,0.05,,
2023/1/11,https://data.eastmoney.com/gzfx/list.html?date=2023-01-11,11.95,4.59万亿,4.15万亿,41.41万亿,37.87万亿,1673,3161.84,-0.24,,
2023/1/10,https://data.eastmoney.com/gzfx/list.html?date=2023-01-10,11.96,4.59万亿,4.15万亿,41.46万亿,37.90万亿,1673,3169.51,-0.21,,
2023/1/9,https://data.eastmoney.com/gzfx/list.html?date=2023-01-09,11.99,4.59万亿,4.15万亿,41.57万亿,38.00万亿,1673,3176.08,0.58,,
2023/1/6,https://data.eastmoney.com/gzfx/list.html?date=2023-01-06,11.91,4.59万亿,4.15万亿,41.29万亿,37.76万亿,1673,3157.64,0.08,,
2023/1/5,https://data.eastmoney.com/gzfx/list.html?date=2023-01-05,11.9,4.59万亿,4.15万亿,41.28万亿,37.75万亿,1673,3155.22,1.01,,
2023/1/4,https://data.eastmoney.com/gzfx/list.html?date=2023-01-04,11.79,4.59万亿,4.15万亿,40.89万亿,37.36万亿,1673,3123.52,0.22,,
2023/1/3,https://data.eastmoney.com/gzfx/list.html?date=2023-01-03,11.75,4.59万亿,4.15万亿,40.77万亿,37.24万亿,1673,3116.51,0.88,,
2022/12/30,https://data.eastmoney.com/gzfx/list.html?date=2022-12-30,11.67,4.59万亿,4.15万亿,40.47万亿,36.99万亿,1673,3089.26,0.51,,
2022/12/29,https://data.eastmoney.com/gzfx/list.html?date=2022-12-29,11.61,4.59万亿,4.15万亿,40.24万亿,36.77万亿,1673,3073.7,-0.44,,
2022/12/28,https://data.eastmoney.com/gzfx/list.html?date=2022-12-28,11.67,4.59万亿,4.15万亿,40.46万亿,36.98万亿,1673,3087.4,-0.26,,
2022/12/27,https://data.eastmoney.com/gzfx/list.html?date=2022-12-27,11.69,4.59万亿,4.15万亿,40.54万亿,37.05万亿,1673,3095.57,0.98,,
2022/12/26,https://data.eastmoney.com/gzfx/list.html?date=2022-12-26,11.58,4.59万亿,4.15万亿,40.16万亿,36.70万亿,1673,3065.56,0.65,,
2022/12/23,https://data.eastmoney.com/gzfx/list.html?date=2022-12-23,11.53,4.58万亿,4.15万亿,39.97万亿,36.54万亿,1673,3045.87,-0.28,,
2022/12/22,https://data.eastmoney.com/gzfx/list.html?date=2022-12-22,11.55,4.57万亿,4.15万亿,40.03万亿,36.62万亿,1673,3054.43,-0.46,,
2022/12/21,https://data.eastmoney.com/gzfx/list.html?date=2022-12-21,11.59,4.57万亿,4.15万亿,40.15万亿,36.74万亿,1672,3068.41,-0.17,,
2022/12/20,https://data.eastmoney.com/gzfx/list.html?date=2022-12-20,11.59,4.57万亿,4.15万亿,40.17万亿,36.74万亿,1672,3073.77,-1.07,,
