交易日期,相关_链接,平均市盈率,总股本_股,流通股本_股,总市值_元,流通市值_元,个股总数,沪深300,涨跌幅_,字段12,根据日期2023年12月5日分为：沪深两市、沪市主板、科创板、深市主板、创业板
2023/12/5,https://data.eastmoney.com/gzfx/list.html?date=2023-12-05,17.11,7.52万亿,6.79万亿,77.13万亿,67.15万亿,5094,3394.26,-1.9,,
2023/12/4,https://data.eastmoney.com/gzfx/list.html?date=2023-12-04,17.45,7.51万亿,6.79万亿,78.50万亿,68.37万亿,5093,3460.14,-0.65,,
2023/12/1,https://data.eastmoney.com/gzfx/list.html?date=2023-12-01,17.52,7.51万亿,6.78万亿,78.73万亿,68.55万亿,5093,3482.88,-0.38,,
2023/11/30,https://data.eastmoney.com/gzfx/list.html?date=2023-11-30,17.48,7.51万亿,6.78万亿,78.59万亿,68.45万亿,5092,3496.2,0.23,,
2023/11/29,https://data.eastmoney.com/gzfx/list.html?date=2023-11-29,17.53,7.51万亿,6.78万亿,78.58万亿,68.33万亿,5092,3488.31,-0.86,,
2023/11/28,https://data.eastmoney.com/gzfx/list.html?date=2023-11-28,17.64,7.51万亿,6.78万亿,79.08万亿,68.77万亿,5091,3518.52,0.19,,
2023/11/27,https://data.eastmoney.com/gzfx/list.html?date=2023-11-27,17.53,7.51万亿,6.78万亿,78.77万亿,68.54万亿,5090,3511.94,-0.74,,
2023/11/24,https://data.eastmoney.com/gzfx/list.html?date=2023-11-24,17.55,7.51万亿,6.78万亿,79.02万亿,68.78万亿,5090,3538.01,-0.66,,
2023/11/23,https://data.eastmoney.com/gzfx/list.html?date=2023-11-23,17.76,7.51万亿,6.78万亿,79.72万亿,69.31万亿,5090,3561.52,0.48,,
2023/11/22,https://data.eastmoney.com/gzfx/list.html?date=2023-11-22,17.61,7.51万亿,6.77万亿,79.16万亿,68.83万亿,5090,3544.42,-1.02,,
2023/11/21,https://data.eastmoney.com/gzfx/list.html?date=2023-11-21,17.84,7.51万亿,6.77万亿,79.94万亿,69.50万亿,5090,3581.07,0.13,,
2023/11/20,https://data.eastmoney.com/gzfx/list.html?date=2023-11-20,17.93,7.51万亿,6.77万亿,80.10万亿,69.57万亿,5090,3576.32,0.23,,
2023/11/17,https://data.eastmoney.com/gzfx/list.html?date=2023-11-17,17.83,7.51万亿,6.77万亿,79.66万亿,69.20万亿,5090,3568.07,-0.12,,
2023/11/16,https://data.eastmoney.com/gzfx/list.html?date=2023-11-16,17.73,7.50万亿,6.77万亿,79.43万亿,69.04万亿,5089,3572.36,-0.97,,
2023/11/15,https://data.eastmoney.com/gzfx/list.html?date=2023-11-15,17.93,7.50万亿,6.77万亿,80.11万亿,69.58万亿,5088,3607.25,0.7,,
2023/11/14,https://data.eastmoney.com/gzfx/list.html?date=2023-11-14,17.83,7.50万亿,6.77万亿,79.63万亿,69.15万亿,5088,3582.06,0.07,,
2023/11/13,https://data.eastmoney.com/gzfx/list.html?date=2023-11-13,17.75,7.50万亿,6.77万亿,79.35万亿,68.94万亿,5088,3579.41,-0.2,,
2023/11/10,https://data.eastmoney.com/gzfx/list.html?date=2023-11-10,17.66,7.50万亿,6.77万亿,79.05万亿,68.69万亿,5087,3586.49,-0.73,,
2023/11/9,https://data.eastmoney.com/gzfx/list.html?date=2023-11-09,17.72,7.50万亿,6.77万亿,79.40万亿,69.01万亿,5087,3612.83,0.05,,
2023/11/8,https://data.eastmoney.com/gzfx/list.html?date=2023-11-08,17.79,7.50万亿,6.77万亿,79.53万亿,69.09万亿,5086,3611.07,-0.24,,
2023/11/7,https://data.eastmoney.com/gzfx/list.html?date=2023-11-07,17.76,7.50万亿,6.77万亿,79.56万亿,69.13万亿,5086,3619.76,-0.35,,
2023/11/6,https://data.eastmoney.com/gzfx/list.html?date=2023-11-06,17.73,7.50万亿,6.77万亿,79.50万亿,69.09万亿,5085,3632.61,1.35,,
2023/11/3,https://data.eastmoney.com/gzfx/list.html?date=2023-11-03,17.38,7.50万亿,6.77万亿,78.38万亿,68.19万亿,5085,3584.14,0.84,,
2023/11/2,https://data.eastmoney.com/gzfx/list.html?date=2023-11-02,17.14,7.50万亿,6.77万亿,77.65万亿,67.61万亿,5084,3554.19,-0.47,,
2023/11/1,https://data.eastmoney.com/gzfx/list.html?date=2023-11-01,17.33,7.50万亿,6.77万亿,78.19万亿,68.03万亿,5084,3571.03,-0.04,,
2023/10/31,https://data.eastmoney.com/gzfx/list.html?date=2023-10-31,17.36,7.50万亿,6.77万亿,78.16万亿,67.99万亿,5083,3572.51,-0.31,,
2023/10/30,https://data.eastmoney.com/gzfx/list.html?date=2023-10-30,17.43,7.50万亿,6.77万亿,78.37万亿,68.16万亿,5082,3583.77,0.6,,
2023/10/27,https://data.eastmoney.com/gzfx/list.html?date=2023-10-27,17.2,7.50万亿,6.76万亿,77.83万亿,67.72万亿,5081,3562.39,1.37,,
2023/10/26,https://data.eastmoney.com/gzfx/list.html?date=2023-10-26,16.9,7.50万亿,6.76万亿,76.81万亿,66.87万亿,5081,3514.14,0.28,,
2023/10/25,https://data.eastmoney.com/gzfx/list.html?date=2023-10-25,16.83,7.50万亿,6.76万亿,76.46万亿,66.55万亿,5082,3504.46,0.5,,
2023/10/24,https://data.eastmoney.com/gzfx/list.html?date=2023-10-24,16.74,7.50万亿,6.76万亿,76.00万亿,66.13万亿,5082,3487.13,0.37,,
2023/10/23,https://data.eastmoney.com/gzfx/list.html?date=2023-10-23,16.52,7.50万亿,6.76万亿,75.21万亿,65.52万亿,5081,3474.24,-1.04,,
2023/10/20,https://data.eastmoney.com/gzfx/list.html?date=2023-10-20,16.84,7.50万亿,6.76万亿,76.47万亿,66.52万亿,5080,3510.59,-0.65,,
2023/10/19,https://data.eastmoney.com/gzfx/list.html?date=2023-10-19,17,7.50万亿,6.76万亿,77.13万亿,67.06万亿,5080,3533.54,-2.13,,
2023/10/18,https://data.eastmoney.com/gzfx/list.html?date=2023-10-18,17.22,7.50万亿,6.76万亿,78.38万亿,68.22万亿,5080,3610.58,-0.79,,
2023/10/17,https://data.eastmoney.com/gzfx/list.html?date=2023-10-17,17.46,7.50万亿,6.76万亿,79.25万亿,68.93万亿,5080,3639.4,0.35,,
2023/10/16,https://data.eastmoney.com/gzfx/list.html?date=2023-10-16,17.44,7.50万亿,6.76万亿,79.08万亿,68.78万亿,5078,3626.6,-1,,
2023/10/13,https://data.eastmoney.com/gzfx/list.html?date=2023-10-13,17.64,7.50万亿,6.76万亿,79.66万亿,69.24万亿,5078,3663.41,-1.05,,
2023/10/12,https://data.eastmoney.com/gzfx/list.html?date=2023-10-12,17.79,7.50万亿,6.76万亿,80.22万亿,69.71万亿,5078,3702.38,0.95,,
2023/10/11,https://data.eastmoney.com/gzfx/list.html?date=2023-10-11,17.66,7.50万亿,6.75万亿,79.56万亿,69.10万亿,5078,3667.55,0.28,,
2023/10/10,https://data.eastmoney.com/gzfx/list.html?date=2023-10-10,17.57,7.50万亿,6.75万亿,79.38万亿,68.98万亿,5077,3657.13,-0.75,,
2023/10/9,https://data.eastmoney.com/gzfx/list.html?date=2023-10-09,17.67,7.50万亿,6.75万亿,79.83万亿,69.35万亿,5076,3684.73,-0.13,,
2023/9/28,https://data.eastmoney.com/gzfx/list.html?date=2023-09-28,17.72,7.50万亿,6.75万亿,80.08万亿,69.53万亿,5076,3689.52,-0.3,,
2023/9/27,https://data.eastmoney.com/gzfx/list.html?date=2023-09-27,17.64,7.50万亿,6.75万亿,79.86万亿,69.36万亿,5074,3700.5,0.21,,
2023/9/26,https://data.eastmoney.com/gzfx/list.html?date=2023-09-26,17.55,7.50万亿,6.75万亿,79.66万亿,69.21万亿,5074,3692.89,-0.58,,
2023/9/25,https://data.eastmoney.com/gzfx/list.html?date=2023-09-25,17.63,7.50万亿,6.75万亿,80.04万亿,69.50万亿,5074,3714.6,-0.65,,
2023/9/22,https://data.eastmoney.com/gzfx/list.html?date=2023-09-22,17.71,7.50万亿,6.74万亿,80.45万亿,69.81万亿,5072,3738.93,1.81,,
2023/9/21,https://data.eastmoney.com/gzfx/list.html?date=2023-09-21,17.36,7.50万亿,6.74万亿,79.10万亿,68.66万亿,5072,3672.44,-0.9,,
2023/9/20,https://data.eastmoney.com/gzfx/list.html?date=2023-09-20,17.5,7.49万亿,6.74万亿,79.71万亿,69.16万亿,5071,3705.69,-0.4,,
2023/9/19,https://data.eastmoney.com/gzfx/list.html?date=2023-09-19,17.62,7.49万亿,6.74万亿,80.15万亿,69.52万亿,5069,3720.5,-0.19,,
2023/9/18,https://data.eastmoney.com/gzfx/list.html?date=2023-09-18,17.75,7.49万亿,6.74万亿,80.45万亿,69.72万亿,5069,3727.71,0.51,,
2023/9/15,https://data.eastmoney.com/gzfx/list.html?date=2023-09-15,17.69,7.49万亿,6.73万亿,80.17万亿,69.40万亿,5069,3708.78,-0.66,,
2023/9/14,https://data.eastmoney.com/gzfx/list.html?date=2023-09-14,17.73,7.49万亿,6.73万亿,80.39万亿,69.62万亿,5068,3733.51,-0.08,,
2023/9/13,https://data.eastmoney.com/gzfx/list.html?date=2023-09-13,17.84,7.49万亿,6.73万亿,80.54万亿,69.69万亿,5067,3736.65,-0.64,,
2023/9/12,https://data.eastmoney.com/gzfx/list.html?date=2023-09-12,18.03,7.49万亿,6.73万亿,81.14万亿,70.17万亿,5067,3760.6,-0.18,,
2023/9/11,https://data.eastmoney.com/gzfx/list.html?date=2023-09-11,18.06,7.49万亿,6.73万亿,81.26万亿,70.27万亿,5067,3767.54,0.74,,
2023/9/8,https://data.eastmoney.com/gzfx/list.html?date=2023-09-08,17.9,7.49万亿,6.73万亿,80.57万亿,69.63万亿,5065,3739.99,-0.49,,
2023/9/7,https://data.eastmoney.com/gzfx/list.html?date=2023-09-07,17.87,7.49万亿,6.73万亿,80.63万亿,69.73万亿,5064,3758.47,-1.4,,
2023/9/6,https://data.eastmoney.com/gzfx/list.html?date=2023-09-06,18.22,7.49万亿,6.73万亿,81.79万亿,70.66万亿,5064,3812.03,-0.22,,
2023/9/5,https://data.eastmoney.com/gzfx/list.html?date=2023-09-05,18.17,7.49万亿,6.73万亿,81.68万亿,70.60万亿,5063,3820.32,-0.74,,
2023/9/4,https://data.eastmoney.com/gzfx/list.html?date=2023-09-04,18.28,7.49万亿,6.73万亿,82.20万亿,71.07万亿,5062,3848.95,1.52,,
2023/9/1,https://data.eastmoney.com/gzfx/list.html?date=2023-09-01,18.07,7.49万亿,6.72万亿,81.07万亿,70.02万亿,5062,3791.49,0.7,,
2023/8/31,https://data.eastmoney.com/gzfx/list.html?date=2023-08-31,18.05,7.49万亿,6.72万亿,80.78万亿,69.71万亿,5061,3765.27,-0.61,,
2023/8/30,https://data.eastmoney.com/gzfx/list.html?date=2023-08-30,18.11,7.49万亿,6.72万亿,81.22万亿,70.09万亿,5061,3788.51,-0.04,,
2023/8/29,https://data.eastmoney.com/gzfx/list.html?date=2023-08-29,17.96,7.49万亿,6.72万亿,81.03万亿,70.01万亿,5060,3790.11,1,,
2023/8/28,https://data.eastmoney.com/gzfx/list.html?date=2023-08-28,17.45,7.49万亿,6.72万亿,79.53万亿,68.87万亿,5060,3752.62,1.17,,
2023/8/25,https://data.eastmoney.com/gzfx/list.html?date=2023-08-25,17.3,7.49万亿,6.72万亿,78.69万亿,68.10万亿,5059,3709.15,-0.38,,
2023/8/24,https://data.eastmoney.com/gzfx/list.html?date=2023-08-24,17.55,7.48万亿,6.72万亿,79.50万亿,68.69万亿,5058,3723.43,0.72,,
2023/8/23,https://data.eastmoney.com/gzfx/list.html?date=2023-08-23,17.47,7.48万亿,6.72万亿,79.29万亿,68.48万亿,5058,3696.63,-1.64,,
2023/8/22,https://data.eastmoney.com/gzfx/list.html?date=2023-08-22,17.82,7.49万亿,6.72万亿,80.60万亿,69.55万亿,5057,3758.23,0.77,,
2023/8/21,https://data.eastmoney.com/gzfx/list.html?date=2023-08-21,17.74,7.49万亿,6.72万亿,80.04万亿,68.95万亿,5056,3729.56,-1.44,,
2023/8/18,https://data.eastmoney.com/gzfx/list.html?date=2023-08-18,17.94,7.49万亿,6.72万亿,80.94万亿,69.75万亿,5056,3784,-1.23,,
2023/8/17,https://data.eastmoney.com/gzfx/list.html?date=2023-08-17,18.16,7.49万亿,6.71万亿,81.95万亿,70.63万亿,5054,3831.1,0.33,,
2023/8/16,https://data.eastmoney.com/gzfx/list.html?date=2023-08-16,18,7.48万亿,6.71万亿,81.41万亿,70.21万亿,5052,3818.33,-0.73,,
2023/8/15,https://data.eastmoney.com/gzfx/list.html?date=2023-08-15,18.19,7.49万亿,6.72万亿,82.09万亿,70.80万亿,5051,3846.54,-0.24,,
2023/8/14,https://data.eastmoney.com/gzfx/list.html?date=2023-08-14,18.3,7.49万亿,6.72万亿,82.31万亿,70.97万亿,5049,3855.91,-0.73,,
2023/8/11,https://data.eastmoney.com/gzfx/list.html?date=2023-08-11,18.36,7.49万亿,6.71万亿,82.51万亿,71.09万亿,5049,3884.25,-2.3,,
2023/8/10,https://data.eastmoney.com/gzfx/list.html?date=2023-08-10,18.72,7.49万亿,6.72万亿,84.17万亿,72.53万亿,5050,3975.72,0.21,,
2023/8/9,https://data.eastmoney.com/gzfx/list.html?date=2023-08-09,18.69,7.49万亿,6.72万亿,83.98万亿,72.37万亿,5049,3967.57,-0.31,,
2023/8/8,https://data.eastmoney.com/gzfx/list.html?date=2023-08-08,18.78,7.49万亿,6.72万亿,84.36万亿,72.75万亿,5046,3979.73,-0.26,,
2023/8/7,https://data.eastmoney.com/gzfx/list.html?date=2023-08-07,18.84,7.49万亿,6.72万亿,84.55万亿,72.96万亿,5045,3990.15,-0.76,,
2023/8/4,https://data.eastmoney.com/gzfx/list.html?date=2023-08-04,18.97,7.49万亿,6.71万亿,85.04万亿,73.37万亿,5044,4020.58,0.39,,
2023/8/3,https://data.eastmoney.com/gzfx/list.html?date=2023-08-03,18.9,7.49万亿,6.72万亿,84.75万亿,73.12万亿,5045,4004.98,0.88,,
2023/8/2,https://data.eastmoney.com/gzfx/list.html?date=2023-08-02,18.83,7.49万亿,6.72万亿,84.35万亿,72.75万亿,5043,3969.9,-0.7,,
2023/8/1,https://data.eastmoney.com/gzfx/list.html?date=2023-08-01,18.9,7.49万亿,6.72万亿,84.87万亿,73.24万亿,5043,3998,-0.41,,
2023/7/31,https://data.eastmoney.com/gzfx/list.html?date=2023-07-31,18.95,7.49万亿,6.72万亿,84.97万亿,73.33万亿,5041,4014.63,0.55,,
2023/7/28,https://data.eastmoney.com/gzfx/list.html?date=2023-07-28,18.83,7.49万亿,6.71万亿,84.45万亿,72.80万亿,5042,3992.74,2.32,,
2023/7/27,https://data.eastmoney.com/gzfx/list.html?date=2023-07-27,18.62,7.49万亿,6.71万亿,83.15万亿,71.61万亿,5042,3902.35,-0.12,,
2023/7/26,https://data.eastmoney.com/gzfx/list.html?date=2023-07-26,18.72,7.49万亿,6.71万亿,83.42万亿,71.79万亿,5041,3907.01,-0.21,,
2023/7/25,https://data.eastmoney.com/gzfx/list.html?date=2023-07-25,18.81,7.49万亿,6.71万亿,83.71万亿,72.04万亿,5038,3915.12,2.89,,
2023/7/24,https://data.eastmoney.com/gzfx/list.html?date=2023-07-24,18.43,7.49万亿,6.71万亿,81.95万亿,70.48万亿,5037,3805.22,-0.44,,
2023/7/21,https://data.eastmoney.com/gzfx/list.html?date=2023-07-21,18.49,7.49万亿,6.71万亿,82.12万亿,70.60万亿,5035,3821.91,-0.05,,
2023/7/20,https://data.eastmoney.com/gzfx/list.html?date=2023-07-20,18.56,7.49万亿,6.71万亿,82.24万亿,70.65万亿,5034,3823.69,-0.71,,
2023/7/19,https://data.eastmoney.com/gzfx/list.html?date=2023-07-19,18.78,7.49万亿,6.71万亿,83.06万亿,71.32万亿,5032,3850.87,-0.11,,
2023/7/18,https://data.eastmoney.com/gzfx/list.html?date=2023-07-18,18.83,7.49万亿,6.71万亿,83.10万亿,71.37万亿,5029,3854.94,-0.32,,
2023/7/17,https://data.eastmoney.com/gzfx/list.html?date=2023-07-17,18.88,7.48万亿,6.71万亿,83.34万亿,71.60万亿,5029,3867.17,-0.82,,
2023/7/14,https://data.eastmoney.com/gzfx/list.html?date=2023-07-14,19.01,7.48万亿,6.71万亿,83.95万亿,72.09万亿,5027,3899.1,0.02,,
2023/7/13,https://data.eastmoney.com/gzfx/list.html?date=2023-07-13,19.03,7.48万亿,6.71万亿,83.94万亿,72.08万亿,5027,3898.42,1.43,,
2023/7/12,https://data.eastmoney.com/gzfx/list.html?date=2023-07-12,18.77,7.48万亿,6.71万亿,82.84万亿,71.10万亿,5029,3843.44,-0.67,,
2023/7/11,https://data.eastmoney.com/gzfx/list.html?date=2023-07-11,18.98,7.49万亿,6.70万亿,83.59万亿,71.71万亿,5028,3869.49,0.65,,
2023/7/10,https://data.eastmoney.com/gzfx/list.html?date=2023-07-10,18.81,7.48万亿,6.70万亿,83.02万亿,71.25万亿,5028,3844.33,0.49,,
2023/7/7,https://data.eastmoney.com/gzfx/list.html?date=2023-07-07,18.76,7.48万亿,6.70万亿,82.79万亿,71.02万亿,5029,3825.7,-0.44,,
2023/7/6,https://data.eastmoney.com/gzfx/list.html?date=2023-07-06,18.91,7.48万亿,6.70万亿,83.17万亿,71.29万亿,5029,3842.75,-0.67,,
2023/7/5,https://data.eastmoney.com/gzfx/list.html?date=2023-07-05,18.98,7.48万亿,6.69万亿,83.55万亿,71.61万亿,5032,3868.81,-0.77,,
2023/7/4,https://data.eastmoney.com/gzfx/list.html?date=2023-07-04,19.17,7.49万亿,6.69万亿,84.18万亿,72.13万亿,5033,3899.01,0.16,,
2023/7/3,https://data.eastmoney.com/gzfx/list.html?date=2023-07-03,19.07,7.48万亿,6.69万亿,83.98万亿,72.01万亿,5032,3892.88,1.31,,
2023/6/30,https://data.eastmoney.com/gzfx/list.html?date=2023-06-30,18.97,7.48万亿,6.67万亿,83.17万亿,71.21万亿,5031,3842.45,0.54,,
2023/6/29,https://data.eastmoney.com/gzfx/list.html?date=2023-06-29,18.77,7.50万亿,6.68万亿,82.49万亿,70.65万亿,5030,3821.84,-0.49,,
2023/6/28,https://data.eastmoney.com/gzfx/list.html?date=2023-06-28,18.72,7.49万亿,6.68万亿,82.47万亿,70.65万亿,5031,3840.8,-0.12,,
2023/6/27,https://data.eastmoney.com/gzfx/list.html?date=2023-06-27,18.79,7.50万亿,6.68万亿,82.63万亿,70.76万亿,5030,3845.43,0.94,,
2023/6/26,https://data.eastmoney.com/gzfx/list.html?date=2023-06-26,18.59,7.49万亿,6.67万亿,81.58万亿,69.85万亿,5026,3809.7,-1.41,,
2023/6/21,https://data.eastmoney.com/gzfx/list.html?date=2023-06-21,18.91,7.49万亿,6.67万亿,82.94万亿,70.94万亿,5027,3864.03,-1.53,,
2023/6/20,https://data.eastmoney.com/gzfx/list.html?date=2023-06-20,19.31,7.49万亿,6.67万亿,84.30万亿,72.04万亿,5024,3924.24,-0.17,,
2023/6/19,https://data.eastmoney.com/gzfx/list.html?date=2023-06-19,19.31,7.48万亿,6.67万亿,84.51万亿,72.26万亿,5022,3930.91,-0.82,,
2023/6/16,https://data.eastmoney.com/gzfx/list.html?date=2023-06-16,19.29,7.48万亿,6.66万亿,84.78万亿,72.53万亿,5020,3963.35,0.96,,
2023/6/15,https://data.eastmoney.com/gzfx/list.html?date=2023-06-15,19.09,7.48万亿,6.66万亿,84.11万亿,71.96万亿,5019,3925.5,1.59,,
2023/6/14,https://data.eastmoney.com/gzfx/list.html?date=2023-06-14,18.9,7.47万亿,6.65万亿,83.38万亿,71.29万亿,5018,3864.02,-0.02,,
2023/6/13,https://data.eastmoney.com/gzfx/list.html?date=2023-06-13,18.88,7.47万亿,6.65万亿,83.36万亿,71.27万亿,5017,3864.91,0.53,,
2023/6/12,https://data.eastmoney.com/gzfx/list.html?date=2023-06-12,18.76,7.47万亿,6.65万亿,83.06万亿,71.00万亿,5017,3844.43,0.2,,
2023/6/9,https://data.eastmoney.com/gzfx/list.html?date=2023-06-09,18.68,7.47万亿,6.59万亿,82.85万亿,70.48万亿,5016,3836.7,0.43,,
2023/6/8,https://data.eastmoney.com/gzfx/list.html?date=2023-06-08,18.5,7.46万亿,6.59万亿,82.28万亿,70.09万亿,5014,3820.19,0.81,,
2023/6/7,https://data.eastmoney.com/gzfx/list.html?date=2023-06-07,18.57,7.46万亿,6.58万亿,82.14万亿,69.86万亿,5013,3789.34,-0.49,,
2023/6/6,https://data.eastmoney.com/gzfx/list.html?date=2023-06-06,18.6,7.46万亿,6.58万亿,82.16万亿,69.88万亿,5013,3808.16,-0.94,,
2023/6/5,https://data.eastmoney.com/gzfx/list.html?date=2023-06-05,18.96,7.46万亿,6.58万亿,83.34万亿,70.81万亿,5012,3844.25,-0.46,,
2023/6/2,https://data.eastmoney.com/gzfx/list.html?date=2023-06-02,18.99,7.46万亿,6.58万亿,83.32万亿,70.77万亿,5011,3861.83,1.44,,
2023/6/1,https://data.eastmoney.com/gzfx/list.html?date=2023-06-01,18.83,7.46万亿,6.58万亿,82.55万亿,70.07万亿,5009,3806.87,0.22,,
2023/5/31,https://data.eastmoney.com/gzfx/list.html?date=2023-05-31,18.78,7.45万亿,6.57万亿,82.43万亿,69.96万亿,5007,3798.54,-1.02,,
2023/5/30,https://data.eastmoney.com/gzfx/list.html?date=2023-05-30,18.84,7.45万亿,6.57万亿,82.85万亿,70.39万亿,5007,3837.75,0.1,,
2023/5/29,https://data.eastmoney.com/gzfx/list.html?date=2023-05-29,18.75,7.45万亿,6.57万亿,82.63万亿,70.22万亿,5007,3833.94,-0.44,,
2023/5/26,https://data.eastmoney.com/gzfx/list.html?date=2023-05-26,18.82,7.45万亿,6.57万亿,82.68万亿,70.20万亿,5007,3850.95,0.01,,
2023/5/25,https://data.eastmoney.com/gzfx/list.html?date=2023-05-25,18.75,7.45万亿,6.57万亿,82.40万亿,69.94万亿,5006,3850.5,-0.22,,
2023/5/24,https://data.eastmoney.com/gzfx/list.html?date=2023-05-24,18.73,7.45万亿,6.57万亿,82.47万亿,70.05万亿,5005,3859.09,-1.38,,
2023/5/23,https://data.eastmoney.com/gzfx/list.html?date=2023-05-23,18.79,7.44万亿,6.57万亿,83.21万亿,70.78万亿,5004,3913.19,-1.41,,
2023/5/22,https://data.eastmoney.com/gzfx/list.html?date=2023-05-22,19.01,7.44万亿,6.57万亿,84.30万亿,71.74万亿,5002,3969.33,0.63,,
2023/5/19,https://data.eastmoney.com/gzfx/list.html?date=2023-05-19,18.96,7.44万亿,6.56万亿,83.98万亿,71.46万亿,5000,3944.54,-0.29,,
2023/5/18,https://data.eastmoney.com/gzfx/list.html?date=2023-05-18,18.89,7.44万亿,6.56万亿,84.11万亿,71.63万亿,4997,3956.07,-0.1,,
2023/5/17,https://data.eastmoney.com/gzfx/list.html?date=2023-05-17,18.84,7.44万亿,6.56万亿,83.84万亿,71.40万亿,4995,3960.17,-0.45,,
2023/5/16,https://data.eastmoney.com/gzfx/list.html?date=2023-05-16,18.77,7.44万亿,6.56万亿,83.78万亿,71.40万亿,4994,3978.21,-0.52,,
2023/5/15,https://data.eastmoney.com/gzfx/list.html?date=2023-05-15,18.85,7.44万亿,6.56万亿,84.32万亿,71.89万亿,4992,3998.89,1.55,,
2023/5/12,https://data.eastmoney.com/gzfx/list.html?date=2023-05-12,18.59,7.43万亿,6.56万亿,83.33万亿,71.06万亿,4992,3937.76,-1.33,,
2023/5/11,https://data.eastmoney.com/gzfx/list.html?date=2023-05-11,18.81,7.43万亿,6.56万亿,84.28万亿,71.85万亿,4991,3990.66,-0.16,,
2023/5/10,https://data.eastmoney.com/gzfx/list.html?date=2023-05-10,18.8,7.43万亿,6.56万亿,84.35万亿,71.94万亿,4990,3996.87,-0.77,,
2023/5/9,https://data.eastmoney.com/gzfx/list.html?date=2023-05-09,18.82,7.42万亿,6.55万亿,84.80万亿,72.40万亿,4988,4027.88,-0.86,,
2023/5/8,https://data.eastmoney.com/gzfx/list.html?date=2023-05-08,19.06,7.42万亿,6.55万亿,85.76万亿,73.17万亿,4988,4062.66,1.14,,
2023/5/5,https://data.eastmoney.com/gzfx/list.html?date=2023-05-05,18.94,7.42万亿,6.55万亿,84.72万亿,72.20万亿,4987,4016.88,-0.33,,
2023/5/4,https://data.eastmoney.com/gzfx/list.html?date=2023-05-04,19.14,7.42万亿,6.55万亿,85.20万亿,72.58万亿,4985,4030.25,0.03,,
2023/4/28,https://data.eastmoney.com/gzfx/list.html?date=2023-04-28,20.16,7.42万亿,6.54万亿,84.86万亿,72.08万亿,4985,4029.09,1.02,,
2023/4/27,https://data.eastmoney.com/gzfx/list.html?date=2023-04-27,19.74,7.42万亿,6.54万亿,83.79万亿,71.15万亿,4985,3988.42,0.74,,
2023/4/26,https://data.eastmoney.com/gzfx/list.html?date=2023-04-26,19.73,7.42万亿,6.54万亿,83.44万亿,70.82万亿,4985,3959.23,-0.09,,
2023/4/25,https://data.eastmoney.com/gzfx/list.html?date=2023-04-25,19.73,7.41万亿,6.54万亿,83.32万亿,70.73万亿,4985,3962.67,-0.5,,
2023/4/24,https://data.eastmoney.com/gzfx/list.html?date=2023-04-24,20.14,7.41万亿,6.54万亿,84.05万亿,71.28万亿,4984,3982.64,-1.24,,
2023/4/21,https://data.eastmoney.com/gzfx/list.html?date=2023-04-21,20.32,7.41万亿,6.54万亿,84.72万亿,71.81万亿,4982,4032.57,-1.96,,
2023/4/20,https://data.eastmoney.com/gzfx/list.html?date=2023-04-20,20.85,7.41万亿,6.53万亿,86.61万亿,73.34万亿,4981,4113.02,-0.28,,
2023/4/19,https://data.eastmoney.com/gzfx/list.html?date=2023-04-19,20.73,7.40万亿,6.53万亿,86.74万亿,73.42万亿,4980,4124.56,-0.9,,
2023/4/18,https://data.eastmoney.com/gzfx/list.html?date=2023-04-18,20.83,7.40万亿,6.53万亿,87.27万亿,73.84万亿,4979,4162.03,0.3,,
2023/4/17,https://data.eastmoney.com/gzfx/list.html?date=2023-04-17,20.84,7.40万亿,6.53万亿,87.20万亿,73.74万亿,4976,4149.38,1.4,,
2023/4/14,https://data.eastmoney.com/gzfx/list.html?date=2023-04-14,20.73,7.40万亿,6.53万亿,86.42万亿,73.01万亿,4974,4092,0.57,,
2023/4/13,https://data.eastmoney.com/gzfx/list.html?date=2023-04-13,20.5,7.40万亿,6.53万亿,85.93万亿,72.65万亿,4974,4068.98,-0.69,,
2023/4/12,https://data.eastmoney.com/gzfx/list.html?date=2023-04-12,20.72,7.40万亿,6.53万亿,86.37万亿,73.02万亿,4974,4097.29,-0.07,,
2023/4/11,https://data.eastmoney.com/gzfx/list.html?date=2023-04-11,20.63,7.40万亿,6.53万亿,86.00万亿,72.75万亿,4974,4100.15,-0.11,,
2023/4/10,https://data.eastmoney.com/gzfx/list.html?date=2023-04-10,20.67,7.40万亿,6.52万亿,86.00万亿,72.71万亿,4974,4104.81,-0.45,,
2023/4/7,https://data.eastmoney.com/gzfx/list.html?date=2023-04-07,20.88,7.39万亿,6.52万亿,86.38万亿,73.09万亿,4964,4123.28,0.65,,
2023/4/6,https://data.eastmoney.com/gzfx/list.html?date=2023-04-06,20.67,7.38万亿,6.52万亿,85.76万亿,72.65万亿,4963,4096.64,-0.16,,
2023/4/4,https://data.eastmoney.com/gzfx/list.html?date=2023-04-04,20.57,7.38万亿,6.52万亿,85.70万亿,72.65万亿,4963,4103.11,0.31,,
2023/4/3,https://data.eastmoney.com/gzfx/list.html?date=2023-04-03,20.47,7.38万亿,6.52万亿,85.61万亿,72.54万亿,4959,4090.57,0.98,,
2023/3/31,https://data.eastmoney.com/gzfx/list.html?date=2023-03-31,20.15,7.38万亿,6.52万亿,84.79万亿,71.90万亿,4959,4050.93,0.31,,
